id,text,name,date,star
73,"""有點50 60年代鄉下 老三合院的感覺收集了蠻多懷舊的小樣 浴室 佈置得不錯 吃飯的時候還有魔術師表演""",土角厝懷舊小吃店,2018/05/14,3
74,"""裝潢有古味，服務有人味，食物有美味，讚啦～""",土角厝懷舊小吃店,2018/05/14,5
75,"""菜量比較少 環境幽美懷古 價錢平價""",土角厝懷舊小吃店,2018/05/14,3
76,"""懷舊的佈置，適合拍照留念。""",土角厝懷舊小吃店,2018/05/14,3
77,"""台北市難得的露天餐廳""",土角厝懷舊小吃店,2018/05/14,4
78,"""土窯雞好""",土角厝懷舊小吃店,2018/05/14,3
79,"""懷舊氣氛以外，料理美味""",土角厝懷舊小吃店,2018/05/14,5
80,"""這是令人懷舊的好地方，價格不貴，東西也很好吃""",土角厝懷舊小吃店,2018/05/14,5
81,""" 懷舊氣氛溫暖的居酒屋。，，""",土角厝懷舊小吃店,2018/05/14,4
82,"""到地的古早味風格，餐點也不差，完全到地古早味裝潢，連小時的電影院售票口都有，值得一遊回味小時候的回憶。""",土角厝懷舊小吃店,2018/05/14,5
83,"""小田師父很利害喔。""",土角厝懷舊小吃店,2018/05/14,4
84,"""菜沒了都不講一聲,讓我一家10人乾等20分鐘過去問才說...昏倒..口味過鹹,就只是一般快炒店的水準""",土角厝懷舊小吃店,2018/05/14,1
85,"""價格平易近人，菜色選擇多樣化。呈現60/70年代設計風格。但室內座位較少，室外晚上有點涼。""",土角厝懷舊小吃店,2018/05/14,4
86,"""東西真的好吃 推薦大家一定要試試""",土角厝懷舊小吃店,2018/05/14,5
87,"""團體聚餐的好地方，價錢不貴口味很道地，份量也足，常常客滿所以最好先訂位！""",土角厝懷舊小吃店,2018/05/14,5
88,"""聚餐的好地方，東西也不錯吃。""",土角厝懷舊小吃店,2018/05/14,4
89,"""讓人懷舊的餐廳   菜色好吃    交通方便""",土角厝懷舊小吃店,2018/05/14,5
90,"""懷舊照相好地方，料理普通""",土角厝懷舊小吃店,2018/05/14,4
91,"""老闆娘很親切，菜也很好吃^_^""",土角厝懷舊小吃店,2018/05/14,5
92,"""有室內包廂及戶外餐桌區，懷舊的古早味及五六年級生的音樂，整個餐敘會勾起往日情懷的無限回憶，你可以來體驗看看！""",土角厝懷舊小吃店,2018/05/14,4
93,"""東西不錯吃，店員也不錯""",土角厝懷舊小吃店,2018/05/14,4
94,""" 菜有特色美食小吃，，""",土角厝懷舊小吃店,2018/05/14,4
95,"""好吃！雖然有點油～但份量及食材優秀""",土角厝懷舊小吃店,2018/05/14,5
96,"""氛圍不錯，店家熱情招呼，但菜餚口味普通""",土角厝懷舊小吃店,2018/05/14,4
97,"""味美價廉氣氛佳""",土角厝懷舊小吃店,2018/05/14,5
98,"""懷舊好吃""",土角厝懷舊小吃店,2018/05/14,5
99,"""氣氛懷舊，餐點不錯吃但份量覺得太少啦～～～""",土角厝懷舊小吃店,2018/05/14,4
100,"""雞好吃""",土角厝懷舊小吃店,2018/05/14,3
101,"""環境懷舊""",土角厝懷舊小吃店,2018/05/14,3
102,"""懷舊的佈置，服務親切，口味多款。""",土角厝懷舊小吃店,2018/05/14,4
103,"""50年代的店裝，口味普遍偏重！""",土角厝懷舊小吃店,2018/05/14,3
104,"""濃濃的古早味~好吃經濟實惠!""",土角厝懷舊小吃店,2018/05/14,4
105,""" 古早味小吃，，""",土角厝懷舊小吃店,2018/05/14,4
106,"""懷舊的地方""",土角厝懷舊小吃店,2018/05/14,4
107,"""古早味美食~便宜經濟實惠!""",土角厝懷舊小吃店,2018/05/14,4
108,""" 好吃好吃好吃，，""",土角厝懷舊小吃店,2018/05/14,5
109,""" 佈置很懷舊，創意麵紙盒：統一米粉碗裝挖洞，坐國小桌椅勾起小學記憶，餐點價位實在，三杯皮蛋Q很下飯，，""",土角厝懷舊小吃店,2018/05/14,4
110,"""懷舊主題特色，聚餐小酌都適合。""",土角厝懷舊小吃店,2018/05/14,4
111,""" 好吃，挺符合我的口味。，，""",土角厝懷舊小吃店,2018/05/14,4
112,""" 便宜 可以，，""",土角厝懷舊小吃店,2018/05/14,3
113,"""古時候的裝潢！想起童年的回憶！""",土角厝懷舊小吃店,2019/05/14,3
114,"""古色古香！懷舊風情，老闆親善""",土角厝懷舊小吃店,2019/05/14,5
115,"""店家裝潢的很懷舊，不收服務費，桶仔雞脆皮雞最好提前預訂，可惜天氣熱時，坐角落會吃得滿身汗。""",土角厝懷舊小吃店,2019/05/14,4
116,"""外帶桶仔雞，裝湯汁的碗回家發現破洞，湯汁透過外帶塑膠袋，流了一整車都是，我很生氣!後來發現是湯汁太燙融化塑膠……，領檯人員愛理不理讓人覺得店家員工教育有問題，回家發現點的空心菜確是高麗菜，更是不爽到極點""",土角厝懷舊小吃店,2019/05/14,1
117,"""環境不同於一般快炒店，菜色多樣，口味不錯，服務良好，週六有免費桌邊魔術表演，只是當天烤雞已完售，下次要去試試這招牌烤雞，看看口味如何，有無獨特魅力""",土角厝懷舊小吃店,2019/05/14,4
118,"""裡面真的有很懷舊街景，吃的也還不錯""",土角厝懷舊小吃店,2019/05/14,3
119,"""老朋友聚會好地方，附近有停車場 也方便""",土角厝懷舊小吃店,2019/05/14,4
120,""" 很有特色，好吃！，，""",土角厝懷舊小吃店,2019/05/14,5
121,"""餐點好吃，服務也很好""",土角厝懷舊小吃店,2019/05/14,5
122,"""服務品質可以""",土角厝懷舊小吃店,2019/05/14,4
123,"""親切，口味好，量不少""",土角厝懷舊小吃店,2019/05/14,5
124,"""還不錯，滷肉飯好油""",土角厝懷舊小吃店,2019/05/14,3
125,"""氣氛很不錯，口味合適，老闆很親切，適合好友聚餐！""",土角厝懷舊小吃店,2019/05/14,5
126,"""太貴，菜色普通""",土角厝懷舊小吃店,2019/05/14,2
127,"""傳統懷舊的裝設有回到40年代的感覺""",土角厝懷舊小吃店,2019/05/14,4
128,"""特別""",土角厝懷舊小吃店,2019/05/14,4
129,"""評價好聊天與停車""",土角厝懷舊小吃店,2019/05/14,5
130,"""復古懷舊的戲院設計，讓台灣菜更添風味。唯獨價位稍高，但總體來說是探索美食與古色古香裝潢的好地方。""",土角厝懷舊小吃店,2019/05/14,4
131,"""熱炒不錯，環境還ok""",土角厝懷舊小吃店,2019/05/14,4
132,"""這裡有兒時ㄉ一些童玩及一些復古ㄉ展示，可以去哪裡聚餐及看一些兒時ㄉ回憶。""",土角厝懷舊小吃店,2019/05/14,3
133,"""平價，食材新鮮，服務親切""",土角厝懷舊小吃店,2019/05/14,4
134,"""懷舊風的裝潢，餐點味道也不錯。""",土角厝懷舊小吃店,2019/05/14,4
135,"""吃飯聚餐好地方""",土角厝懷舊小吃店,2019/05/14,5
136,"""非常懷舊的擺設""",土角厝懷舊小吃店,2019/05/14,4
137,"""裝潢比菜色吸引人，可能太忙，米飯沒很熟，還忘了兩道菜，但價位合理""",土角厝懷舊小吃店,2019/05/14,3
138,"""菜滿好吃的，服務也算親切.""",土角厝懷舊小吃店,2019/05/14,4
139,"""懷舊料理店""",土角厝懷舊小吃店,2019/05/14,5
140,"""服務好，好吃，不過分量小一點（熱炒類），氣氛佳熱鬧！，價位220為主""",土角厝懷舊小吃店,2019/05/14,5
141,"""口味雖不錯但太鹹，菜量很少，實際價格算偏高。最重要問題是夏天冷氣弱，汗流浹背，比室外溫度還高，非理想用餐環境""",土角厝懷舊小吃店,2019/05/14,3
142,"""菜偏鹹偏油... 炸物油溫不夠 也有油耗味...... 週末小魔術表演... 復古擺設... 其他沒有特別的...""",土角厝懷舊小吃店,2019/05/14,3
143,"""出菜很快，熱炒也好吃，價位稍高，室內空氣很差，選擇室外，桌子卻不平，小細節改善一下，就更好了""",土角厝懷舊小吃店,2019/05/14,2
144,"""料理讚、懷舊佈置可以看出老闆用心收集，桶仔雞建議預定，可以減少等待時間！""",土角厝懷舊小吃店,2019/05/14,4
145,""" 好吃唷，，，""",土角厝懷舊小吃店,2019/05/14,4
146,"""很復古 菜色可以少點油~""",土角厝懷舊小吃店,2019/05/14,4
147,"""環境很古早味""",土角厝懷舊小吃店,2019/05/14,5
148,""" 老式的台灣回憶，，""",土角厝懷舊小吃店,2019/05/14,4
149,"""好吃又懷舊""",土角厝懷舊小吃店,2019/05/14,5
150,"""東西好吃上菜快，三杯類的都很讚，價格在台北來說不算貴，只不過分量有點少""",土角厝懷舊小吃店,2019/05/14,4
151,"""裝潢懷舊，東西出乎意料的好吃""",土角厝懷舊小吃店,2019/05/14,4
152,"""懷舊的佈置，不錯的飲食，適合三五好友聊天打屁。""",土角厝懷舊小吃店,2019/05/14,5
153,"""不賴""",土角厝懷舊小吃店,2019/05/14,5
154,"""濃濃的懷舊風 ，看到無敵鐵金剛 ，大同寶寶 ，還有古早的電視 ，綠色的木窗戶 ，感覺非常有特色 ，烤魚嫩又好吃 ，可惜青菜量少了一些 。""",土角厝懷舊小吃店,2019/05/14,3
155,"""台灣料理專賣店，店裡佈置了台灣三合院的風格，完全懷舊風，座位有戶外區和室內區，氣氛很嗨！""",土角厝懷舊小吃店,2019/05/14,4
156,""" 普通，，""",土角厝懷舊小吃店,2019/05/14,3
157,"""朋友介紹，今天來這裡吃飯，這裡是走懷舊風格，口味不錯，價格也很好，離捷運站也很近，這裡的每一道菜色都有不錯的水準，也沒有吃到不Ok的菜，高麗菜用的品質還不錯，脆度非常到位。炸的都很好吃，來景美必定要來的的店""",土角厝懷舊小吃店,2019/05/14,5
158,"""餐點好吃，份量又多，餐廳又很有特色，附近還有捷運站，是個聚餐的好地方！""",土角厝懷舊小吃店,2019/05/14,5
159,"""金莎炒花枝覺得好吃""",土角厝懷舊小吃店,2019/05/14,4
160,"""難吃，上菜慢，態度差，點了21道菜，一半都沒貨！超級貴？""",土角厝懷舊小吃店,2019/05/14,1
161,"""菜餚美味好吃""",土角厝懷舊小吃店,2019/05/14,5
162,""" 地球角度，，""",土角厝懷舊小吃店,2019/05/14,3
163,"""很爛，經常結束營業後，餐盤整夜不收，很不衛生""",土角厝懷舊小吃店,2019/05/14,1
164,"""和家人來第一次用餐，恨熱情的服務，只是橫向連繫不足，一道菜忘了送等好久。""",土角厝懷舊小吃店,2019/05/14,4
165,"""懷舊氣氛。餐點好吃，但份量不大。地面高低不平，走路需要注意。""",土角厝懷舊小吃店,2019/05/14,3
166,"""客人不當一回事  自己朋友在裡面吵鬧。趕外面客戶  廚房休息時間以過不給加點 但熟識客戶不再此限 非常沒有原則的店家""",土角厝懷舊小吃店,2019/05/14,2
167,""" 菜非常好吃，CP值高，，""",土角厝懷舊小吃店,2019/05/14,5
168,"""復古風，懷舊情""",土角厝懷舊小吃店,2019/05/14,4
169,"""和沛昀一起去吃飯""",土角厝懷舊小吃店,2019/05/14,5
170,"""不錯吃喔""",土角厝懷舊小吃店,2019/05/14,5
171,"""懷舊的氛圍，適合聚餐""",土角厝懷舊小吃店,2019/05/14,4
172,"""朋友相聚喝兩杯，這裡不錯""",土角厝懷舊小吃店,2019/05/14,4
173,"""氣氛錯。食物可以。交通也方便。""",土角厝懷舊小吃店,2019/05/14,4
174,"""價格合理，出菜速度非常快，東西很下飯，我們七大兩小吃2000元而已。背景佈置古色古香很有味道。""",土角厝懷舊小吃店,2019/05/14,5
175,"""特色聚會場所""",土角厝懷舊小吃店,2019/05/14,3
176,"""好吃的餐廳，氣氛也很棒""",土角厝懷舊小吃店,2019/05/14,5
177,"""菜色多變 口味尚可 座位寬敞舒適 有分戶外室內""",土角厝懷舊小吃店,2019/05/14,3
178,""" 台灣居酒屋有露天和室內座位。，把艾克的新鮮海鮮蛋糕。，房間裡到處都是台灣老星的唱片和玩具。，食物也很美味。三杯雞肉很出色。，如果你預訂，你可以吃雞肉烤。，，""",土角厝懷舊小吃店,2019/05/14,5
179,"""東西很好吃！氣氛不錯""",土角厝懷舊小吃店,2019/05/14,5
180,"""東西還蠻好吃的，價格也合理！""",土角厝懷舊小吃店,2019/05/14,4
181,"""台北找得到露天喝酒小酌的地方超讚，菜色也不錯，有甕仔雞（要先預定）星期六還有魔術表演。啤酒品牌也幾乎都有👍🏼""",土角厝懷舊小吃店,2019/05/14,4
182,"""普通的台式餐館""",土角厝懷舊小吃店,2019/05/14,2
183,"""菜色普通，價格合理""",土角厝懷舊小吃店,2019/05/14,3
184,"""很棒的地方，充滿小時候的回憶，菜色也很好吃。""",土角厝懷舊小吃店,2019/05/14,5
185,"""懷舊氣氛配上自備的厚酒""",土角厝懷舊小吃店,2019/05/14,4
186,"""好吃，下—次還會再來""",土角厝懷舊小吃店,2019/05/14,5
187,"""還好""",土角厝懷舊小吃店,2019/05/14,3
188,"""餐點好吃，份量不多但價錢算合理，店面佈置得非常有特色，教室黑板、大同公仔、蔣公及群星舊照片，讓人彷彿穿越時空，走進50年代的台灣！""",土角厝懷舊小吃店,2019/05/14,5
189,"""還不錯吃喔""",土角厝懷舊小吃店,2019/05/14,3
190,"""好吃,裝潢懷舊有特色""",土角厝懷舊小吃店,2019/05/14,5
191,"""菜量有點少，菜單價格有些貴，cp值一般""",土角厝懷舊小吃店,2019/05/14,3
192,"""台北市裡的懷舊餐廳 用餐空間舒適""",土角厝懷舊小吃店,2019/05/14,4
193,"""過半夜12點仍有吵雜人聲，擾人安寧😡""",土角厝懷舊小吃店,2019/05/14,1
194,"""在小巷子裡的台菜餐廳，有戶外矮板凳座位以及室內包廂，室內包箱擺設走懷舊風，像是小時後的雜貨店，別有趣味。食物好吃且算精緻，用餐氣氛熱絡。""",土角厝懷舊小吃店,2019/05/14,4
195,"""真的很懷舊……（菜）""",土角厝懷舊小吃店,2019/05/14,2
196,"""價格實在，食材新鮮！！""",土角厝懷舊小吃店,2019/05/14,4
197,"""餐廳內裝走民國五、六零年代風格，既像雜貨店、又像教室，許多地區的老街也有走這種風格。，另外這次吃的是桌菜，吃到第四道菜就覺得有點飽了，吃完還打包了一堆菜，不過味道還不錯。""",土角厝懷舊小吃店,2019/05/14,4
198,"""距近景美捷運站，不錯吃的台菜海產料理。""",土角厝懷舊小吃店,2019/05/14,5
199,"""很不錯懷舊choi""",土角厝懷舊小吃店,2019/05/14,4
200,"""還不錯""",土角厝懷舊小吃店,2019/05/14,5
201,"""懷舊外觀！食品一般還算可以！""",土角厝懷舊小吃店,2019/05/14,5
202,"""味道是不錯吃不過量有點少""",土角厝懷舊小吃店,2019/05/14,3
203,"""桶仔雞超好吃！服務都很親切~~""",土角厝懷舊小吃店,2019/05/14,4
204,"""懷舊氣氛的店家""",土角厝懷舊小吃店,2019/05/14,5
205,"""好吃又有趣的地方，適合親子聚餐。""",土角厝懷舊小吃店,2019/05/14,5
206,"""薄皮辣椒雞湯700元/鍋，味道很讚，還可以一直續湯""",土角厝懷舊小吃店,2019/05/14,5
207,""" 非常好，，""",土角厝懷舊小吃店,2019/05/14,5
208,""" 很合口味的店，，""",土角厝懷舊小吃店,2019/05/14,5
209,"""鄉土、懷舊。""",土角厝懷舊小吃店,2019/05/14,3
210,"""算是不錯吃啦，但份量少又貴""",土角厝懷舊小吃店,2019/05/14,3
211,"""平價美食，服務親切~""",土角厝懷舊小吃店,2019/05/14,5
212,"""走進幾十年前懷舊的場景，吃的每道菜都是美味，高朋滿座盡歡而去。""",土角厝懷舊小吃店,2019/05/14,4
213,"""餐廳主題主打懷舊，店裡充滿大同寶寶、鐵金剛公仔，還有舊唱片、舊電影海報。店家生意興隆，假日記得預約。如果要吃店裡的招牌桶仔雞，也要記得先預訂，免得現場點沒得吃。""",土角厝懷舊小吃店,2019/05/14,4
214,"""傳統美味小吃，價廉物美超值""",土角厝懷舊小吃店,2019/05/14,5
215,"""好吃不貴""",土角厝懷舊小吃店,2019/05/14,5
216,"""懷舊風味的裝潢，親切的服務。餐點好吃且價格合理。""",土角厝懷舊小吃店,2019/05/14,4
217,"""覺得整體有點油～，復古滿有趣的主題！""",土角厝懷舊小吃店,2019/06/14,3
218,""" 聚會的好地方，，""",土角厝懷舊小吃店,2019/06/14,5
219,"""地震魚、胡椒蝦......等等 ！""",土角厝懷舊小吃店,2019/06/14,4
220,"""東西好吃，且充滿回憶的好所在。""",土角厝懷舊小吃店,2019/06/14,4
221,"""勾起童年回憶的餐廳，美味桶仔雞要早訂，並準時到喔！""",土角厝懷舊小吃店,2019/06/14,5
222,"""門口有隻無敵鐵金剛，真人大小，""",土角厝懷舊小吃店,2019/06/14,4
223,"""美濃濃的懷舊風食物也美味""",土角厝懷舊小吃店,2019/06/14,4
224,"""每道菜都好吃，吃得精光👏🏻，桶仔雞烤得很嫩很好吃😋但要記得事先預約！，金沙小卷特別驚豔！還有臭豆腐蛋""",土角厝懷舊小吃店,2019/06/14,5
225,"""快炒店菜色不錯，氣氛營造很懷舊復古""",土角厝懷舊小吃店,2019/06/14,4
226,"""傳統懷舊菜色，4、5年級的回憶。""",土角厝懷舊小吃店,2019/06/14,4
227,"""好吃 適合聚餐""",土角厝懷舊小吃店,2019/06/14,5
228,"""古早味ㄟ厝     美食   小酌 的好去處""",土角厝懷舊小吃店,2019/06/14,5
229,"""懷舊的餐廳，餐點好吃""",土角厝懷舊小吃店,2019/06/14,5
230,"""囗味不錯""",土角厝懷舊小吃店,2019/06/14,5
231,"""地方是不錯，料理還需加強""",土角厝懷舊小吃店,2019/06/14,2
232,""" 好吃！ ！，，""",土角厝懷舊小吃店,2019/07/14,5
233,"""場地氣氛滿不錯的""",土角厝懷舊小吃店,2019/07/14,5
234,""" 還不錯，海鮮很新鮮！，，""",土角厝懷舊小吃店,2019/07/14,4
235,"""古早味菜色豐富，裝飾古色古香。""",土角厝懷舊小吃店,2019/07/14,4
236,"""烤雞好吃，熱炒很夠味，裝潢很懷舊，很有味道的一家古早味餐廳""",土角厝懷舊小吃店,2019/07/14,4
237,"""味道基本OK但很鹹，點了那麼多道菜個人推薦絲瓜和蝦子這兩道菜。店內裝潢設計很有復古風讓人懷念。""",土角厝懷舊小吃店,2019/07/14,4
238,""" 美味的，，""",土角厝懷舊小吃店,2019/07/14,5
239,"""服務人員很搞笑，讚""",土角厝懷舊小吃店,2019/07/14,5
240,""" 好吃，，""",土角厝懷舊小吃店,2019/07/14,4
241,"""好吃  懷舊""",土角厝懷舊小吃店,2019/07/14,5
242,"""還不賴 口味不會太重""",土角厝懷舊小吃店,2019/07/14,4
243,"""口水雞三催四請都不送來，又未經顧客同意下直接取消，令人非常憤怒。""",土角厝懷舊小吃店,2019/08/14,1
244,""" 味道普通，，""",土角厝懷舊小吃店,2019/08/14,2
245,"""環境熱，東西不好吃""",土角厝懷舊小吃店,2019/08/14,1
246,""" 尚可，，""",土角厝懷舊小吃店,2019/08/14,3
247,""" 便宜好吃 但送菜好快，，""",土角厝懷舊小吃店,2019/08/14,4
248,"""好吃  服務佳  高CP值""",土角厝懷舊小吃店,2019/08/14,5
249,"""還不錯""",土角厝懷舊小吃店,2019/08/14,3
250,""" 好吃，好朋友，吃吃喝喝到久久，，""",土角厝懷舊小吃店,2019/08/14,5
251,"""東西好吃，聚餐好地方""",土角厝懷舊小吃店,2019/08/14,5
252,"""懷舊風！菜色口味不錯但整潔度尚有進步空間！整體而言蠻值得去消費的一家店！😁""",土角厝懷舊小吃店,2019/08/14,4
253,"""裡面的裝潢有懷舊的味道。""",土角厝懷舊小吃店,2019/08/14,4
254,"""菜色好吃，用餐環境也很舒適""",土角厝懷舊小吃店,2019/08/14,5
255,"""喝酒抬槓還不錯""",土角厝懷舊小吃店,2019/08/14,3
256,"""一般的熱炒店菜色及口味，店內裝潢有特色""",土角厝懷舊小吃店,2019/08/14,3
257,"""老台式懷舊餐廳。""",土角厝懷舊小吃店,2019/09/14,3
258,"""上菜速度超級慢慢慢""",土角厝懷舊小吃店,2019/09/14,2
259,"""裝潢與復古氣氛不錯，常有免費的魔術表演，惟菜的份量不多。算是有裝潢的熱炒店。""",土角厝懷舊小吃店,2019/09/14,4
260,"""路過可以試試！""",土角厝懷舊小吃店,2019/09/14,4
261,"""適合朋友聚餐，有時候要排隊""",土角厝懷舊小吃店,2019/09/14,4
262,"""來了就知道""",土角厝懷舊小吃店,2019/09/14,5
263,"""沒吃過這麼難吃的桶仔雞，烤過頭肉太乾，服務又差，不會再來吃了！""",土角厝懷舊小吃店,2019/09/14,1
