id,name,date,star,text,dish,tag
198,尚介青鵝肉城熱炒,2019/10/09,4,"""食材新鮮，用餐氣氛佳。""",,a
199,尚介青鵝肉城熱炒,2019/10/09,5,"""大推炒飯好吃😋，適合聚聚小酌好地方👍🏻""","炒飯,a",a
200,尚介青鵝肉城熱炒,2019/10/09,5,""" 好吃 😋又便宜👍，，""",,a
201,尚介青鵝肉城熱炒,2019/10/09,5,""" 我每週都來這裡，食物很美味。通常訂購炒飯和啤酒。工作人員非常友好，老闆很熱情。它也便宜。坐下來閱讀和觀看城市生活的好地方。，，""",,a
202,尚介青鵝肉城熱炒,2019/11/09,5,"""不錯吃""",,a
203,尚介青鵝肉城熱炒,2019/11/09,5,"""Cp值超高～，來台北不吃不行，聞風而來，不吃還好一吃不得了！！！""",,a
204,尚介青鵝肉城熱炒,2019/11/09,5,""" 一些含有啤酒的鹹食怎麼樣？這是個好地方！總是忙碌而充滿活力！這個地方超級便宜又好吃！啤酒是合理的70NT或更少！炒蛤蜊是台北最好的！炒飯很有意義！炒牛肉是好的...有點咸我的口味。很多菜都在80-120NT！超級便宜！喝酒的好地方！，，""","炒蛤蜊,a?炒飯,a?炒牛肉,a",a
205,尚介青鵝肉城熱炒,2019/11/09,5,"""Cp值很高 經常排隊客滿 東西好吃！！""",,a
206,尚介青鵝肉城熱炒,2019/11/09,5,"""東西好吃 食材新鮮 而且老闆很帥😆，值得再返的熱炒店~非常推薦❤️""",,a
207,尚介青鵝肉城熱炒,2019/11/09,2,"""幾乎所有客人都吸菸""",,c
208,尚介青鵝肉城熱炒,2019/11/09,5,"""食材新鮮好吃 老闆又很親切，大小聚會的好地方👍👍""",,a
209,尚介青鵝肉城熱炒,2019/12/09,5,"""東西很好吃，老闆、老闆娘都很親切，南機場必吃熱炒❤️讚讚讚👍🏻👍🏻👍🏻，ps.老闆兒子很帥唷😍""",,a
210,尚介青鵝肉城熱炒,2019/12/09,5,"""好吃，桌桌客滿""",,a
211,尚介青鵝肉城熱炒,2019/12/09,4,"""啤酒妹的資素不知有沒有改進。""",,c
212,尚介青鵝肉城熱炒,2019/12/09,4,"""環境較寬敞，廁所也乾淨方便，菜色多樣，味道還不錯，但服務人員都沒什麼笑容，甚至有些臉臭臭的""",,a
213,尚介青鵝肉城熱炒,2019/12/09,1,"""我剛剛點了份麻油炒川七120到對面的臭豆腐店吃，想說雖然120貴了點但說不定很多很好吃！沒想到來了份兩口就吃完（真的是兩口）的普通川七！招牌上明明連炒牛肉都才100我點了份炒菜要120而且還給的很小器！！以前吃不會這樣呀！會不會是外面抓菜的大陸阿姨的關係啊！""","麻油炒川七,b",c
214,尚介青鵝肉城熱炒,2019/12/09,2,"""服務人員搞不清楚我們的點單，跟她確認之後還是送錯菜，我們椅子不夠也都要自己張羅。菜餚口味滿清淡，但是油加的滿多的。""",,c
215,尚介青鵝肉城熱炒,2020/01/09,5,"""東西好吃👍不踩雷，CP值高 ！大推👍👍""",,a
216,尚介青鵝肉城熱炒,2020/01/09,5,""" 好吃唷！，，""",,a
217,尚介青鵝肉城熱炒,2020/01/09,5,"""老闆人超好，因為常常去吃，所以偶爾都會招待不一樣的東西❤️""",,a
218,尚介青鵝肉城熱炒,2020/01/09,5,"""熱炒文化的喧囂來這就對了!，老闆很熱情 人潮很多，有時員工太忙忘記微笑，但東西很好吃~^^""",,a
219,尚介青鵝肉城熱炒,2020/01/09,4,"""平價，口味佳""",,a
220,尚介青鵝肉城熱炒,2020/01/09,5,""" 每道菜份量很足又好吃 😋，，""",,a
221,尚介青鵝肉城熱炒,2020/01/09,4,""" 一家熱的烤肉店，配以美味的鵝肉。這種商店不忙，我很難要求，但是這裡的店員很溫柔。，鵝肝在啤酒中炒。，，""","鵝肉,a",a
222,尚介青鵝肉城熱炒,2020/01/09,4,"""還行!""",,b
223,尚介青鵝肉城熱炒,2020/02/09,2,"""菜，湯頭都偏鹹偏油，份量不多，CP值不高""",,c
224,尚介青鵝肉城熱炒,2020/02/09,4,"""菜色多樣 朋友聚餐的好地方 肉又讚 美味鮮甜 真的是值得介紹的一個好地方""",,a
225,尚介青鵝肉城熱炒,2020/02/09,4,"""在地美食 CP值很高 ，這家鵝肉份量在台北市絕對吃不到這麼多，座位多 熱炒店很不錯 有廁所但是不太乾淨，食材都不錯 鹹味辣味都有到位""","鵝肉,a",a
226,尚介青鵝肉城熱炒,2020/02/09,5,"""好吃 cp值高 店員很帥 還會再來第二次""",,a
227,尚介青鵝肉城熱炒,2020/02/09,5,""" 棒棒，，""",,a
