id,name,date,star,text,dish,tag
56,小漁村精緻海鮮平價快炒,2019/05/10,3,""" 就是一般的快炒，，""",,b
57,小漁村精緻海鮮平價快炒,2019/05/10,3,"""平價味道比一般熱炒好!""",,a
58,小漁村精緻海鮮平價快炒,2019/05/10,5,"""這裡的菜色很台味，價格也很公道，物美價廉，值得再來。""",,a
59,小漁村精緻海鮮平價快炒,2019/05/10,3,"""價格平實，味道尚可""",,b
60,小漁村精緻海鮮平價快炒,2019/05/10,5,"""沙茶羊肉，肉絲炒飯；有免費的像風茹茶的茶喝""","沙茶羊肉,a?肉絲炒飯,a",a
61,小漁村精緻海鮮平價快炒,2019/05/10,4,"""同學聚餐，消費少產品多。""",,a
62,小漁村精緻海鮮平價快炒,2019/05/10,3,"""還可以""",,b
63,小漁村精緻海鮮平價快炒,2019/05/10,3,""" 便宜，，""",,a
64,小漁村精緻海鮮平價快炒,2019/05/10,3,"""內用座位還是有抽菸的客人,菸味很令人不舒服""",,c
65,小漁村精緻海鮮平價快炒,2019/05/10,3,"""不錯吃的平價小炒""",,a
66,小漁村精緻海鮮平價快炒,2019/05/10,3,"""平價實惠""",,a
67,小漁村精緻海鮮平價快炒,2019/05/10,3,"""價格一般，口味還行。""",,b
68,小漁村精緻海鮮平價快炒,2019/05/10,4,"""平價又好吃的熱炒店""",,a
69,小漁村精緻海鮮平價快炒,2019/05/10,4,"""新鮮食材，不錯吃。""",,a
70,小漁村精緻海鮮平價快炒,2019/05/10,3,"""還不錯""",,a
71,小漁村精緻海鮮平價快炒,2019/05/10,4,""" 價格優惠，味道不錯，，""",,a
72,小漁村精緻海鮮平價快炒,2019/05/10,5,"""老派熱炒店，味道紮實，推薦鍋物料理。""",,a
73,小漁村精緻海鮮平價快炒,2019/05/10,4,"""好吃，室內禁菸，但有時會有客人抽，會很難受....""",,c
74,小漁村精緻海鮮平價快炒,2019/05/10,4,"""很喜歡的小吃店""",,a
75,小漁村精緻海鮮平價快炒,2019/05/10,4,"""東西還不錯吃，平民價格""",,a
76,小漁村精緻海鮮平價快炒,2019/05/10,3,"""填飽肚子，行，口味，普通，假日，難等""",,b
77,小漁村精緻海鮮平價快炒,2019/05/10,5,"""價格合理，東西好吃""",,a
78,小漁村精緻海鮮平價快炒,2019/05/10,4,"""蠻便宜也不錯吃喔""",,a
79,小漁村精緻海鮮平價快炒,2019/05/10,5,""" 好吃！也可做素食喔！，，""",,a
80,小漁村精緻海鮮平價快炒,2019/05/10,4,"""招牌鵝肉很好吃""","鵝肉,a",a
81,小漁村精緻海鮮平價快炒,2019/05/10,4,"""餐點品項多，客人可自由依自己喜好選擇，店家待客親切。三五好友聚餐話家常，頗值得參考。""",,a
82,小漁村精緻海鮮平價快炒,2019/05/10,5,"""好吃，老闆娘很熱情，生意很好的熱炒店""",,a
83,小漁村精緻海鮮平價快炒,2019/05/10,5,"""新鮮好吃！""",,a
84,小漁村精緻海鮮平價快炒,2019/05/10,5,""" 很好！，，""",,a
85,小漁村精緻海鮮平價快炒,2019/05/10,5,"""平價快炒，份量十足，炒的很好吃""",,
86,小漁村精緻海鮮平價快炒,2019/05/10,3,"""熱炒份量不多，炒青菜的份量到是不少。""","炒青菜,a",b
87,小漁村精緻海鮮平價快炒,2019/05/10,5,"""開很久的熱炒店，很喜歡他的味道，從小吃到大，吃了好幾年""",,a
88,小漁村精緻海鮮平價快炒,2019/05/10,4,"""新鮮,好吃,份量足,價格公道""",,a
89,小漁村精緻海鮮平價快炒,2019/06/10,3,"""價錢便宜 ，味道還可以""",,b
90,小漁村精緻海鮮平價快炒,2019/06/10,5,"""海鮮真的是新鮮，尤其我最喜歡吃他們店裡現煎的蘿蔔糕，老闆煎到赤赤的，好吃到感動。""","蘿蔔糕,a",a
91,小漁村精緻海鮮平價快炒,2019/06/10,1,"""食材很不新鮮，點了很多海鮮價格不便宜但吃起來真的很不新鮮，一桌吃完2800很不划算（我們才5位大人1個小孩），加上服務員態度不佳，打翻東西也沒道歉或詢問顧客有沒有受傷，我們明明就說不用賠，但服務員賠完之後就說自己掏錢的，很委屈的樣子，我們也沒有為難你一定要賠，既然要賠也不要裝作委屈樣感覺我們在欺負你，真的很不推薦這家，食物很普通，原本是個平價小吃，吃完之後真的感受很不佳""",,c
92,小漁村精緻海鮮平價快炒,2019/06/10,4,"""小漁村，環境舒適，各類小炒，鮮魚，蝦，菜品，徑大師級廚師烹炒成為美味好吃，令人十分滿意，老闆娘更是熱情招待，在此用餐十分滿意""",,a
93,小漁村精緻海鮮平價快炒,2019/06/10,4,"""食材新鮮，價格公道，三五好友聚餐的好所在！""",,a
94,小漁村精緻海鮮平價快炒,2019/06/10,4,"""出菜快，3、5好友小酌好去處。""",,a
95,小漁村精緻海鮮平價快炒,2019/06/10,1,"""請直接去隔壁一家川菜""",,c
96,小漁村精緻海鮮平價快炒,2019/06/10,5,"""姐姐超級好的""",,a
97,小漁村精緻海鮮平價快炒,2019/06/10,4,"""平價美味""",,a
98,小漁村精緻海鮮平價快炒,2019/06/10,5,"""菜色好，口味巧，價格實在""",,a
99,小漁村精緻海鮮平價快炒,2019/07/10,3,"""菜色平平 價位中上""",,b
100,小漁村精緻海鮮平價快炒,2019/07/10,5,""" 好吃，，""",,a
101,小漁村精緻海鮮平價快炒,2019/07/10,2,"""室內居然可吸菸！  塩酥肥腸肥油超級多而且膩口，其餘熱炒表現普普""","鹽酥肥腸,c",c
102,小漁村精緻海鮮平價快炒,2019/07/10,5,"""實惠好吃""",,a
103,小漁村精緻海鮮平價快炒,2019/07/10,3,"""平價料理，口味一般""",,b
104,小漁村精緻海鮮平價快炒,2019/07/10,4,"""新鮮美味，海鮮清甜，不過度調味  👍""",,a
105,小漁村精緻海鮮平價快炒,2019/08/10,5,"""有冷氣可內用，酒促姐姐笑容甜美，菜上得快。五更腸旺又香又辣，紅燒豆腐十分下飯，無論聚餐還是一個人都合適""","五更腸旺,a?紅燒豆腐,a",a
106,小漁村精緻海鮮平價快炒,2019/08/10,3,"""每盤菜量太少""",,c
107,小漁村精緻海鮮平價快炒,2019/08/10,1,"""菜鹹到爆，份量太少""",,c
108,小漁村精緻海鮮平價快炒,2019/08/10,4,""" 菜色多 好吃又便宜，，""",,a
109,小漁村精緻海鮮平價快炒,2019/08/10,3,"""內用有冷氣，但地板和環境稍嫌髒亂，平價口味重，有時候出菜要等蠻久""",,c
110,小漁村精緻海鮮平價快炒,2019/08/10,3,"""價位屬中低價位""",,a
111,小漁村精緻海鮮平價快炒,2019/09/10,5,"""好吃新鮮""",,a
112,小漁村精緻海鮮平價快炒,2019/09/10,4,"""老闆娘人很親切，""",,a
113,小漁村精緻海鮮平價快炒,2019/09/10,4,"""老闆娘很熱情""",,a
114,小漁村精緻海鮮平價快炒,2019/09/10,3,"""上菜快，料理口好，價格實在！""",,a
115,小漁村精緻海鮮平價快炒,2019/09/10,4,"""生意好，食材新鮮，而且粉平價""",,a
116,小漁村精緻海鮮平價快炒,2019/09/10,5,"""溫馨。溫雅。溫飽。""",,a
117,小漁村精緻海鮮平價快炒,2019/09/10,1,"""煙味很重 客人公然在餐廳內抽煙 而且不只一個人 老闆完全視若無睹 劣""",,c
118,小漁村精緻海鮮平價快炒,2019/10/10,5,""" 有一個幾乎了解日語的職員，簡而言之，如果您指向固體日語菜單，它將解釋您正在烹飪的內容，，我覺得最好是去八角形旅行的第二個晚上，有日本人覺得好吃的味道。，，我認為Minamijoba夜市是一個很好的夜市，雖然它的入口很差，但是商店很好，最重要的是，我推薦這家餐廳，因為它可以平靜下來，，""",,a
119,小漁村精緻海鮮平價快炒,2019/10/10,2,""" 菜份量偏少，，""",,c
120,小漁村精緻海鮮平價快炒,2019/10/10,2,"""餐點偏貴，味道無出彩之處，青島啤酒是最棒的一道""",,c
121,小漁村精緻海鮮平價快炒,2019/10/10,1,"""貴，菜量也少""",,c
122,小漁村精緻海鮮平價快炒,2019/11/10,4,"""口味不錯，平價好吃，基本一盤都120元。，推薦炒牛肉（有紹興酒香）和炒脆腸。""","炒牛肉,a?炒脆腸,a",a
123,小漁村精緻海鮮平價快炒,2019/11/10,3,"""經濟實惠""",,a
124,小漁村精緻海鮮平價快炒,2019/11/10,4,""" 好吃，，""",,a
125,小漁村精緻海鮮平價快炒,2019/11/10,5,"""東西好吃""",,a
126,小漁村精緻海鮮平價快炒,2019/12/10,5,""" 好吃，，""",,a
127,小漁村精緻海鮮平價快炒,2019/12/10,2,"""菜色不錯""",,a
128,小漁村精緻海鮮平價快炒,2019/12/10,4,"""菜色，手藝，價錢都不錯，可以試試看。""",,a
129,小漁村精緻海鮮平價快炒,2019/12/10,5,""" 好吃CP值高，，""",,a
130,小漁村精緻海鮮平價快炒,2019/12/10,4,"""平價料理。簡單好吃，不會太死鹹""",,a
131,小漁村精緻海鮮平價快炒,2019/12/10,5,"""因為是同學開的""",,b
132,小漁村精緻海鮮平價快炒,2019/12/10,4,"""出菜快速！服務良好！菜色多""",,a
133,小漁村精緻海鮮平價快炒,2020/01/10,5,"""第一次來，老闆娘非常好，菜好吃！態度非常好，喜歡吃飯的氣氛～""",,a
134,小漁村精緻海鮮平價快炒,2020/01/10,3,""" 普通，，""",,b
135,小漁村精緻海鮮平價快炒,2020/01/10,4,"""還可以，只是沒啥特別的。""",,b
136,小漁村精緻海鮮平價快炒,2020/02/10,5,"""水餃超好吃，老闆娘人也很好""","水餃,a",a
137,小漁村精緻海鮮平價快炒,2020/03/10,4,"""不錯 價錢比附近店家高一些 但好吃""",,a
138,小漁村精緻海鮮平價快炒,2020/03/10,5,"""喝小酒的好地方，而且老闆娘超客氣的。""",,a
139,小漁村精緻海鮮平價快炒,2020/04/10,5,"""平價又好吃""",,a
140,小漁村精緻海鮮平價快炒,2020/04/10,2,"""菜單上宮保花枝150元 結帳變200元，，老闆娘說已經漲價好幾年 菜單忘記改，都已經漲好幾年 菜單還沒改?""","宮保花枝,b",c
